name,price,date,url
"PANASONIC Expandable Cordless Phone System with Link2Cell Bluetooth, Voice Assistant, Answering Machine and Call Blocking - 4 Cordless Handsets - KX-TGD564M (Metallic Black)",0.0,15:46.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=PANASONIC+Expandable+Cordless+Phone+System+with+Link2Cell+Bluetooth%2C+Voice+Assistant%2C+Answering+Machine+and+Call+Blocking+-+4+Cordless+Handsets+-+KX-TGD564M+%28Metallic+Black%29&_sacat=0
Xbox Wireless Controller - Grey And Blue,64.99,16:09.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XXbox+Wireless+Controller+-+Grey+And+Blue.TRS0&_nkw=Xbox+Wireless+Controller+-+Grey+And+Blue&_sacat=0
"MOTOROLA MG7315 8x4 Cable Modem Plus N450 Single Band Wi-Fi Gigabit Router with Power Boost, 343 Mbps Maximum DOCSIS 3.0 - Approved by Comcast Xfinity, Cox, Charter Spectrum",27.0,16:38.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=MOTOROLA+MG7315+8x4+Cable+Modem+Plus+N450+Single+Band+Wi-Fi+Gigabit+Router+with+Power+Boost%2C+343+Mbps+Maximum+DOCSIS+3.0+-+Approved+by+Comcast+Xfinity%2C+Cox%2C+Charter+Spectrum&_sacat=0
Assorted Office and Electronics,19.99,16:57.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Assorted+Office+and+Electronics&_sacat=0
Otterbox Defender Iphone 6/6s Case - Frustration Free Packaging - Black,71.24,17:15.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XOtterbox+Defender+Iphone+6%2F6s+Case+-+Frustration+Free+Packaging+-+Black.TRS0&_nkw=Otterbox+Defender+Iphone+6%2F6s+Case+-+Frustration+Free+Packaging+-+Black&_sacat=0
Lifeproof FRĒ Series Waterproof Case for Samsung Galaxy S9 - Retail Packaging - Chakra (Rose/Fusion Coral/Royal Lilac),0.0,17:31.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLifeproof+FR%C4%92+Series+Waterproof+Case+for+Samsung+Galaxy+S9+-+Retail+Packaging+-.TRS0&_nkw=Lifeproof+FR%C4%92+Series+Waterproof+Case+for+Samsung+Galaxy+S9+-+Retail+Packaging+-+Chakra+%28Rose%2FFusion+Coral%2FRoyal+Lilac%29&_sacat=0
"Bluetooth Speakers, Bugani M83 Waterproof Outdoor Speakers Bluetooth 5.0, 40W Wireless Stereo Pairing Booming Bass Speaker, 2400 Minutes Playtime with Charge Your Phone, for Home Party, Camping, Gym.",0.0,17:52.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBluetooth+Speakers%2C+Bugani+M83+Waterproof+Outdoor+Speakers+Bluetooth+5.0%2C+40W+W.TRS0&_nkw=Bluetooth+Speakers%2C+Bugani+M83+Waterproof+Outdoor+Speakers+Bluetooth+5.0%2C+40W+Wireless+Stereo+Pairing+Booming+Bass+Speaker%2C+2400+Minutes+Playtime+with+Charge+Your+Phone%2C+for+Home+Party%2C+Camping%2C+Gym.&_sacat=0
"DYMO Label Maker with 3 Bonus Labeling Tapes LetraTag 100H Handheld Label Maker & LT Label Tapes, Easy-to-Use, Great for Home & Office Organization",39.69,18:16.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XDYMO+Label+Maker+with+3+Bonus+Labeling+Tapes+LetraTag+100H+Handheld+Label+Maker.TRS0&_nkw=DYMO+Label+Maker+with+3+Bonus+Labeling+Tapes+LetraTag+100H+Handheld+Label+Maker+%26+LT+Label+Tapes%2C+Easy-to-Use%2C+Great+for+Home+%26+Office+Organization&_sacat=0
ZAGG InvisibleShield Ultra Clear Plus - Film Screen Protector - Made for Samsung Galaxy S20 Plus - Case Friendly (200204837),5.98,18:40.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XZAGG+InvisibleShield+Ultra+Clear+Plus+-+Film+Screen+Protector+-+Made+for+Samsun.TRS0&_nkw=ZAGG+InvisibleShield+Ultra+Clear+Plus+-+Film+Screen+Protector+-+Made+for+Samsung+Galaxy+S20+Plus+-+Case+Friendly+%28200204837%29&_sacat=0
"Speck Products Presidio Stay Clear iPhone 11 Case, Clear/Clear",51.0,19:03.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Speck+Products+Presidio+Stay+Clear+iPhone+11+Case%2C+Clear%2FClear&_sacat=0
Fortnite: Darkfire Bundle - Xbox One (Disc Not Included),0.0,19:33.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XFortnite%3A+Darkfire+Bundle+-+Xbox+One+%28Disc+Not+Included%29.TRS0&_nkw=Fortnite%3A+Darkfire+Bundle+-+Xbox+One+%28Disc+Not+Included%29&_sacat=0
The Hits (180 Gram Platinum Swirl Audiophile Vinyl/Limited Edition/Gatefold Cover),0.0,19:48.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=The+Hits+%28180+Gram+Platinum+Swirl+Audiophile+Vinyl%2FLimited+Edition%2FGatefold+Cover%29&_sacat=0
Love And Hate [2 LP],15.0,19:59.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLove+And+Hate+%5B2+LP%5D.TRS0&_nkw=Love+And+Hate+%5B2+LP%5D&_sacat=0
"Pico Projector - Artlii 2020 New Mini Projector, Color LED Pico Projector for Cartoon, Movie, Kids Gift, Compatible with HDMI USB Laptop Video Games",59.99,20:34.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Pico+Projector+-+Artlii+2020+New+Mini+Projector%2C+Color+LED+Pico+Projector+for+Cartoon%2C+Movie%2C+Kids+Gift%2C+Compatible+with+HDMI+USB+Laptop+Video+Games&_sacat=0
Miss Machine [Vinyl],24.99,21:14.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Miss+Machine+%5BVinyl%5D&_sacat=0
"Finishing Touch Flawless Women's Painless Hair Remover , White/Rose Gold",14.99,21:42.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Finishing+Touch+Flawless+Women%27s+Painless+Hair+Remover+%2C+White%2FRose+Gold&_sacat=0
"2.5"" 1TB/2TB Ultra Slim Portable External Hard Drive USB3.0 HDD Storage for PC, Mac, Desktop, Laptop, MacBook, Chromebook, Xbox One, Xbox 360, PS4 (2TB, Blue)",0.0,22:09.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=2.5%22+1TB%2F2TB+Ultra+Slim+Portable+External+Hard+Drive+USB3.0+HDD+Storage+for+PC%2C+Mac%2C+Desktop%2C+Laptop%2C+MacBook%2C+Chromebook%2C+Xbox+One%2C+Xbox+360%2C+PS4+%282TB%2C+Blue%29&_sacat=0
"Polaroid Originals Color Film for SX-70 (4676),White",119.0,22:30.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XPolaroid+Originals+Color+Film+for+SX-70+%284676%29%2CWhite.TRS0&_nkw=Polaroid+Originals+Color+Film+for+SX-70+%284676%29%2CWhite&_sacat=0
"iMBAPrice 15' Cat5e Network Ethernet Patch Cable, 10 Pack, Black (IMBA-CAT5-15BK-10PK)",38.7,23:02.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=iMBAPrice+15%27+Cat5e+Network+Ethernet+Patch+Cable%2C+10+Pack%2C+Black+%28IMBA-CAT5-15BK-10PK%29&_sacat=0
The Sufferer & the Witness [Vinyl],20.43,23:25.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=The+Sufferer+%26+the+Witness+%5BVinyl%5D&_sacat=0
Kind Of Blue (Vinyl),22.72,23:52.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XKind+Of+Blue+%28Vinyl%29.TRS0&_nkw=Kind+Of+Blue+%28Vinyl%29&_sacat=0
"i-Blason Armorbox Case for iPhone 8 Plus/iPhone 7 Plus, Built in Screen Protector Full Body Heavy Duty Protection Reduction / Bumper Case (Black)",28.99,24:15.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=i-Blason+Armorbox+Case+for+iPhone+8+Plus%2FiPhone+7+Plus%2C+Built+in+Screen+Protector+Full+Body+Heavy+Duty+Protection+Reduction+%2F+Bumper+Case+%28Black%29&_sacat=0
Hexed,2.89,24:26.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Hexed&_sacat=0
"AT&T EL50003 Accessory Cordless Handset, White Requires AT&T EL52103, EL52203, EL52253,EL52303, EL52353, EL52403, or EL52503 to Operate",12.99,24:50.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR7.TRC1.A0.H0.XAT%26T+EL50003+Accessory+Cordless+Handset%2C+White+Requires+AT%26T+EL52103%2C+EL52203%2C+.TRS0&_nkw=AT%26T+EL50003+Accessory+Cordless+Handset%2C+White+Requires+AT%26T+EL52103%2C+EL52203%2C+EL52253%2CEL52303%2C+EL52353%2C+EL52403%2C+or+EL52503+to+Operate&_sacat=0
Silent Hill 3,39.99,25:12.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XSilent+Hill+3.TRS0&_nkw=Silent+Hill+3&_sacat=0
Texas Sun Ep,16.99,25:34.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XTexas+Sun+Ep.TRS0&_nkw=Texas+Sun+Ep&_sacat=0
Badge Magic Cut to Fit Freestyle Patch Adhesive Kit (3-Pack),25.05,25:57.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBadge+Magic+Cut+to+Fit+Freestyle+Patch+Adhesive+Kit+%283-Pack%29.TRS0&_nkw=Badge+Magic+Cut+to+Fit+Freestyle+Patch+Adhesive+Kit+%283-Pack%29&_sacat=0
RCA Compact RF Modulator (CRF907A),8.9,26:25.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=RCA+Compact+RF+Modulator+%28CRF907A%29&_sacat=0
"Paper Mate Gel Pens InkJoy Pens, Medium Point, Assorted, 10 Count",14.39,26:50.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Paper+Mate+Gel+Pens+InkJoy+Pens%2C+Medium+Point%2C+Assorted%2C+10+Count&_sacat=0
"AICHESON Laptop Cooling Pad 5 Fans Up to 17.3 Inch Heavy Notebook Cooler, Blue LED Lights, 2 USB Ports, S035, Blue-5fans",37.99,27:22.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=AICHESON+Laptop+Cooling+Pad+5+Fans+Up+to+17.3+Inch+Heavy+Notebook+Cooler%2C+Blue+LED+Lights%2C+2+USB+Ports%2C+S035%2C+Blue-5fans&_sacat=0
"ASUS USB-BT400 USB Adapter w/ Bluetooth Dongle Receiver, Laptop & PC Support, Windows 10 Plug and Play /8/7/XP, Printers, Phones, Headsets, Speakers, Keyboards, Controllers,Black",22.48,27:56.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR3.TRC1.A0.H0.XASUS+USB-BT400+USB+Adapter+w%2F+Bluetooth+Dongle+Receiver%2C+Laptop+%26+PC+Support%2C+W.TRS0&_nkw=ASUS+USB-BT400+USB+Adapter+w%2F+Bluetooth+Dongle+Receiver%2C+Laptop+%26+PC+Support%2C+Windows+10+Plug+and+Play+%2F8%2F7%2FXP%2C+Printers%2C+Phones%2C+Headsets%2C+Speakers%2C+Keyboards%2C+Controllers%2CBlack&_sacat=0
Sing To Me Instead (LP),59.99,28:24.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Sing+To+Me+Instead+%28LP%29&_sacat=0
"Deszon Wireless Charger Designed for Apple Watch Stand Compatible with Apple Watch Series 5 4 3 2 1, AirPods Pro Airpods and iPhone 11 11 pro 11 Pro Max Xs X Max XR X 8 8Plus (No Adapter) Rose Gold",0.0,28:56.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XDeszon+Wireless+Charger+Designed+for+Apple+Watch+Stand+Compatible+with+Apple+Wa.TRS0&_nkw=Deszon+Wireless+Charger+Designed+for+Apple+Watch+Stand+Compatible+with+Apple+Watch+Series+5+4+3+2+1%2C+AirPods+Pro+Airpods+and+iPhone+11+11+pro+11+Pro+Max+Xs+X+Max+XR+X+8+8Plus+%28No+Adapter%29+Rose+Gold&_sacat=0
"Sharpie S-Gel, Gel Pens, Medium Point (0.7mm), Assorted Colors, 12 Count",20.93,29:15.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC1.A0.H0.XSharpie+S-Gel%2C+Gel+Pens%2C+Medium+Point+%280.7mm%29%2C+Assorted+Colors%2C+12+Count.TRS0&_nkw=Sharpie+S-Gel%2C+Gel+Pens%2C+Medium+Point+%280.7mm%29%2C+Assorted+Colors%2C+12+Count&_sacat=0
Mario Kart Double Dash,64.99,29:38.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Mario+Kart+Double+Dash&_sacat=0
"USB-C to Lightning Cable, MFi Certified Charger for iPhone 11 Pro/11 Pro Max - Red, 6-Foot",11.0,30:10.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUSB-C+to+Lightning+Cable%2C+MFi+Certified+Charger+for+iPhone+11+Pro%2F11+Pro+Max+-+.TRS0&_nkw=USB-C+to+Lightning+Cable%2C+MFi+Certified+Charger+for+iPhone+11+Pro%2F11+Pro+Max+-+Red%2C+6-Foot&_sacat=0
"Swingline Stapler, Optima 40, Full Strip Desktop Stapler, 40 Sheet Capacity, Low Force, Orange/Silver/Black (87845), Compact Size, Pack of 1",15.31,30:40.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Swingline+Stapler%2C+Optima+40%2C+Full+Strip+Desktop+Stapler%2C+40+Sheet+Capacity%2C+Low+Force%2C+Orange%2FSilver%2FBlack+%2887845%29%2C+Compact+Size%2C+Pack+of+1&_sacat=0
"USB-C to Lightning Cable, MFi Certified Charger for iPhone 11 Pro/11 Pro Max - White, 6-Foot",12.99,31:12.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=USB-C+to+Lightning+Cable%2C+MFi+Certified+Charger+for+iPhone+11+Pro%2F11+Pro+Max+-+White%2C+6-Foot&_sacat=0
"Cardinal XtraLife 3-Ring Binder, 1"", Locking Slant-D Rings, ClearVue Presentation Binder, Holds 270 Sheets, PVC-Free, Blue (26302)",15.62,31:47.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Cardinal+XtraLife+3-Ring+Binder%2C+1%22%2C+Locking+Slant-D+Rings%2C+ClearVue+Presentation+Binder%2C+Holds+270+Sheets%2C+PVC-Free%2C+Blue+%2826302%29&_sacat=0
"Backup Camera and Monitor Kit for Car/MPV/Pickup/Truck/SUV,Universal Wired Waterproof Rear-View 2-Installation Car Rear Backup Camera + 4.3 LCD Rear View Monitor",36.08,32:23.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Backup+Camera+and+Monitor+Kit+for+Car%2FMPV%2FPickup%2FTruck%2FSUV%2CUniversal+Wired+Waterproof+Rear-View+2-Installation+Car+Rear+Backup+Camera+%2B+4.3+LCD+Rear+View+Monitor&_sacat=0
"DreamSky Auto Set Digital Alarm Clock with USB Charging Port, 6.6 Inches Large Screen with Time/Date/Temperature Display, Full Range Brightness Dimmer, Auto DST Setting, Snooze. (White)",26.99,32:53.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=DreamSky+Auto+Set+Digital+Alarm+Clock+with+USB+Charging+Port%2C+6.6+Inches+Large+Screen+with+Time%2FDate%2FTemperature+Display%2C+Full+Range+Brightness+Dimmer%2C+Auto+DST+Setting%2C+Snooze.+%28White%29&_sacat=0
"TICONDEROGA Pencils, Wood-Cased, Unsharpened, Graphite #2 HB Soft, Yellow, 72-Pack (33904)",13.19,33:21.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XTICONDEROGA+Pencils%2C+Wood-Cased%2C+Unsharpened%2C+Graphite+%232+HB+Soft%2C+Yellow%2C+72-P.TRS0&_nkw=TICONDEROGA+Pencils%2C+Wood-Cased%2C+Unsharpened%2C+Graphite+%232+HB+Soft%2C+Yellow%2C+72-Pack+%2833904%29&_sacat=0
"DSN-02950 Mesh Desk Organizer, Black",26.99,33:40.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=DSN-02950+Mesh+Desk+Organizer%2C+Black&_sacat=0
"AVAWO DC 24V15A 360W Switching Power Supply Transformer Regulated for LED Strip Light, CCTV, Radio, Computer Project etc.",27.43,34:00.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=AVAWO+DC+24V15A+360W+Switching+Power+Supply+Transformer+Regulated+for+LED+Strip+Light%2C+CCTV%2C+Radio%2C+Computer+Project+etc.&_sacat=0
"Lightning to USB A Cable, MFi Certified iPhone Charger, White, 6 Foot",15.99,34:38.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLightning+to+USB+A+Cable%2C+MFi+Certified+iPhone+Charger%2C+White%2C+6+Foot.TRS0&_nkw=Lightning+to+USB+A+Cable%2C+MFi+Certified+iPhone+Charger%2C+White%2C+6+Foot&_sacat=0
"2Pack 10ft iPhone Charger Cable, [Apple MFi Certified] Long Lightning Cable 10 Foot Nylon Braided USB Fast Charging Cord Compatible with iPhone 11/11 Pro/11 Pro Max/X/XR/XS/8/7",37.03,34:59.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.X2Pack+10ft+iPhone+Charger+Cable%2C+%5BApple+MFi+Certified%5D+Long+Lightning+Cable+10+.TRS0&_nkw=2Pack+10ft+iPhone+Charger+Cable%2C+%5BApple+MFi+Certified%5D+Long+Lightning+Cable+10+Foot+Nylon+Braided+USB+Fast+Charging+Cord+Compatible+with+iPhone+11%2F11+Pro%2F11+Pro+Max%2FX%2FXR%2FXS%2F8%2F7&_sacat=0
"Azzsy iPad 7th Generation Case,iPad 10.2 2019 Case, Slim Heavy Duty Shockproof Rugged High Impact Protective Case for iPad 7th Generation 10.2 inch 2019 Release (Blue)",29.92,35:27.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XAzzsy+iPad+7th+Generation+Case%2CiPad+10.2+2019+Case%2C+Slim+Heavy+Duty+Shockproof+.TRS0&_nkw=Azzsy+iPad+7th+Generation+Case%2CiPad+10.2+2019+Case%2C+Slim+Heavy+Duty+Shockproof+Rugged+High+Impact+Protective+Case+for+iPad+7th+Generation+10.2+inch+2019+Release+%28Blue%29&_sacat=0
"ESR Crown Metal Bumper Case for iPhone X, Metal Frame Armor with Soft Inner Bumper [Zero Signal Interference] [Raised Edge Protection] for iPhone X, Space Grey",27.16,35:45.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=ESR+Crown+Metal+Bumper+Case+for+iPhone+X%2C+Metal+Frame+Armor+with+Soft+Inner+Bumper+%5BZero+Signal+Interference%5D+%5BRaised+Edge+Protection%5D+for+iPhone+X%2C+Space+Grey&_sacat=0
"RGB Gaming Keyboard and Colorful Mouse Combo,USB Wired LED Backlight Gaming Mouse and Keyboard for Laptop PC Computer Gaming and Work,Letter Glow,Mechanical Feeling",25.99,36:21.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XRGB+Gaming+Keyboard+and+Colorful+Mouse+Combo%2CUSB+Wired+LED+Backlight+Gaming+Mou.TRS0&_nkw=RGB+Gaming+Keyboard+and+Colorful+Mouse+Combo%2CUSB+Wired+LED+Backlight+Gaming+Mouse+and+Keyboard+for+Laptop+PC+Computer+Gaming+and+Work%2CLetter+Glow%2CMechanical+Feeling&_sacat=0
"Lightning to USB A Cable, MFi Certified iPhone Charger, White, 4 Inch",3.75,36:53.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLightning+to+USB+A+Cable%2C+MFi+Certified+iPhone+Charger%2C+White%2C+4+Inch.TRS0&_nkw=Lightning+to+USB+A+Cable%2C+MFi+Certified+iPhone+Charger%2C+White%2C+4+Inch&_sacat=0
PowerA Play & Charge Kit For Xbox One,34.99,37:20.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC1.A0.H0.XPowerA+Play+%26+Charge+Kit+For+Xbox+One.TRS0&_nkw=PowerA+Play+%26+Charge+Kit+For+Xbox+One&_sacat=0
"Magnetic Phone Charging Cable, 3 in 1 Cable(2 Packs,6.6 ft Straight Cable, 6.6 ft L Shape Cable) Red",20.08,37:54.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Magnetic+Phone+Charging+Cable%2C+3+in+1+Cable%282+Packs%2C6.6+ft+Straight+Cable%2C+6.6+ft+L+Shape+Cable%29+Red&_sacat=0
"Sharpie Metallic Permanent Markers, Fine Point, Gold, 2 Count",8.19,38:17.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Sharpie+Metallic+Permanent+Markers%2C+Fine+Point%2C+Gold%2C+2+Count&_sacat=0
"Azzsy iPad 7th Generation Case,iPad 10.2 2019 Case, Slim Heavy Duty Shockproof Rugged High Impact Protective Case for iPad 7th Generation 10.2 inch 2019 Release,Black",31.09,38:49.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Azzsy+iPad+7th+Generation+Case%2CiPad+10.2+2019+Case%2C+Slim+Heavy+Duty+Shockproof+Rugged+High+Impact+Protective+Case+for+iPad+7th+Generation+10.2+inch+2019+Release%2CBlack&_sacat=0
USB 2.0 Printer Cable - A-Male to B-Male Cord - 6 Feet (1.8 Meters),4.99,39:01.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=USB+2.0+Printer+Cable+-+A-Male+to+B-Male+Cord+-+6+Feet+%281.8+Meters%29&_sacat=0
"iPhone Charger,Mfi Certified Lightning Cables to USB Syncing Data and Nylon Braided Cord Charger for iPhone 11/XS/Max/XR/X/8/6Plus/6S/7Plus/7/8Plus/SE/iPad and More",5.01,39:24.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XiPhone+Charger%2CMfi+Certified+Lightning+Cables+to+USB+Syncing+Data+and+Nylon+Bra.TRS0&_nkw=iPhone+Charger%2CMfi+Certified+Lightning+Cables+to+USB+Syncing+Data+and+Nylon+Braided+Cord+Charger+for+iPhone+11%2FXS%2FMax%2FXR%2FX%2F8%2F6Plus%2F6S%2F7Plus%2F7%2F8Plus%2FSE%2FiPad+and+More&_sacat=0
"Hammermill Copy Plus 20lb Paper, 8.5 x 11, 1 Ream, 500 Total Sheets, Made in USA, Sustainably Sourced From American Family Tree Farms, 92 Bright, Acid Free, Economical Printer Paper, 105007R",9.99,39:49.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Hammermill+Copy+Plus+20lb+Paper%2C+8.5+x+11%2C+1+Ream%2C+500+Total+Sheets%2C+Made+in+USA%2C+Sustainably+Sourced+From+American+Family+Tree+Farms%2C+92+Bright%2C+Acid+Free%2C+Economical+Printer+Paper%2C+105007R&_sacat=0
Madden NFL 19 - Xbox One,11.5,40:08.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR5.TRC1.A0.H0.XMadden+NFL+19+-+Xbox+One.TRS0&_nkw=Madden+NFL+19+-+Xbox+One&_sacat=0
"Victor 900 8-Digit Standard Function Calculator with Hard Protective Cover, Solar and Battery LCD Display, Small Pocket Calculator for Students and Professionals, Black",8.26,40:26.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Victor+900+8-Digit+Standard+Function+Calculator+with+Hard+Protective+Cover%2C+Solar+and+Battery+LCD+Display%2C+Small+Pocket+Calculator+for+Students+and+Professionals%2C+Black&_sacat=0
42W AC Adapter for Samsung Monitor SyncMaster S22A300B S20A350B LED Monitor AP06314-UV Power Cord,9.49,40:41.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.X42W+AC+Adapter+for+Samsung+Monitor+SyncMaster+S22A300B+S20A350B+LED+Monitor+AP0.TRS0&_nkw=42W+AC+Adapter+for+Samsung+Monitor+SyncMaster+S22A300B+S20A350B+LED+Monitor+AP06314-UV+Power+Cord&_sacat=0
Zimrit 3.5mm Male AUX Audio Jack To USB 2.0 Male Charge Cable Adapter Cord 3 Feet (3.5mm Aux 3 feet),0.0,40:55.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Zimrit+3.5mm+Male+AUX+Audio+Jack+To+USB+2.0+Male+Charge+Cable+Adapter+Cord+3+Feet+%283.5mm+Aux+3+feet%29&_sacat=0
"pehael Privacy Screen Protector, Anty- Spy Tempered Glass for iPhone 11 Pro Max iPhone Xs Max, Easy Install, Free Bubbles [6.5 inch](2ps)",5.98,41:14.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=pehael+Privacy+Screen+Protector%2C+Anty-+Spy+Tempered+Glass+for+iPhone+11+Pro+Max+iPhone+Xs+Max%2C+Easy+Install%2C+Free+Bubbles+%5B6.5+inch%5D%282ps%29&_sacat=0
CHI Spin N Curl in Onyx Black,38.0,41:30.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XCHI+Spin+N+Curl+in+Onyx+Black.TRS0&_nkw=CHI+Spin+N+Curl+in+Onyx+Black&_sacat=0
"Waterpik Water Flosser Electric Dental Countertop Oral Irrigator for Teeth - Aquarius Professional, WP-669 Deep Burgundy",46.8,41:49.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XWaterpik+Water+Flosser+Electric+Dental+Countertop+Oral+Irrigator+for+Teeth+-+Aq.TRS0&_nkw=Waterpik+Water+Flosser+Electric+Dental+Countertop+Oral+Irrigator+for+Teeth+-+Aquarius+Professional%2C+WP-669+Deep+Burgundy&_sacat=0
"Waterpik Water Flosser Electric Dental Countertop Professional Oral Irrigator For Teeth, Aquarius WP-662 Black",29.99,42:13.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Waterpik+Water+Flosser+Electric+Dental+Countertop+Professional+Oral+Irrigator+For+Teeth%2C+Aquarius+WP-662+Black&_sacat=0
