Pallet ID,Pallet Title,LP,Category,Brand,Product Name,UPC,ASIN,Orig. Retail,Condition,Ave. Price per Unit
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPAP005571,Portable Audio,Beats by Dre,Beats Solo 3 Wireless Bluetooth On-Ear Headphones - Black,,,$ 299.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPAT148886,Portable Audio,Beats by Dre,Beats Solo 3 Wireless Bluetooth On-Ear Headphones - Black,,,$ 299.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPAT142929,Portable Audio,Beats by Dre,Beats Solo 3 Wireless Bluetooth On-Ear Headphones - Black,,,$ 299.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPAT139145,Portable Audio,Beats by Dre,Beats by Dr. Dre Studio 2 Wireless On-Ear Headphones - Gold,,,$ 379.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPAP001413,Portable Audio,Beats by Dre,Beats by Dr. Dre Studio 2 Wireless On-Ear Headphones - Gold,,,$ 379.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBT204624,Portable Audio,GPB1 LLC,Refurbished Ultimate Ears Megaboom Portable Wireless Bluetooth Speaker (Refurbished B-Grade) Charcoal,,,$ 249.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBP445496,Portable Audio,Ue Logitech,UE Logitech Megaboom Portable Bluetooth Speaker - Black,,,$ 136.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX123643,Portable Audio,South Beach,South Beach Bluetooth Wireless Speaker Tiki Torch Water Resistant Tabletop/Post  Black Wireless Torch Speaker,191205339269,B0821RVC4F,$ 28.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV178022,Portable Audio,Pom Gear,POM Gear LN-2 True Wireless Bluetooth 5.0 Earbuds with Microphone - Black,,,$ 99.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV178462,Portable Audio,PicassoTiles,Picassotiles Kid Safe Eye Sleep Mask W/ Built-In Headphones Panda,817338021665,,$ 29.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX160633,Portable Audio,Skullcandy,Skullcandy Sesh True Wireless In-Ear Headphones - Black (S2TDW-M003),878615099418,B07VPX4W35,$ 49.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX132779,Portable Audio,Beats by Dre,Beats Studio2 Wired Over-ear Noise Cancelling Headphones - Red,631661702776,,$ 299.95,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBT204597,Portable Audio,Beats,Beats Studio 2.0 Wired Over-Ear Noise Cancelling Headphones - Blue,631661702790,,$ 299.95,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX160673,Portable Audio,Motorola,Motorola VerveBuds 500 True Wireless Bluetooth in-Ear Headphones - Works with Alexa - Black,816479016684,B07M5KH7RH,$ 79.98,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX135378,Portable Audio,Jarv,Jarv Active Motion Wireless Bluetooth 5.1 Stereo Earbuds - Red/Black,810004070851,B083JLKCPG,$ 99.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV178186,Portable Audio,Jarv,Jarv Active Motion Wireless Bluetooth 5.1 Stereo Earbuds - Red/Black,810004070851,B083JLKCPG,$ 99.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV181152,Portable Audio,Jarv,Jarv Active Motion Wireless Bluetooth 5.1 Stereo Earbuds - Red/Black,810004070851,B083JLKCPG,$ 99.99,Uninspected Returns,$ 22.61
